UserID,Similarity
1,1.0
2,0.4064027715632853
3,-0.25888368528260713
4,0.3128806539246982
5,-0.20586488697535782
6,0.25943378960242625
7,0.33440984517076533
8,0.1580612378172074
9,0.3184318198829694
10,-0.020639536718747305
11,-0.16854037460182236
12,0.4492696100106283
13,0.2618835419113065
14,-0.007844404042962425
15,0.5888838843031208
16,1.0000000000000002
17,0.04585893385331913
18,0.2054958895506751
19,0.08426807858111345
20,-1.0
21,0.20692248325161564
22,0.04895041817427462
23,0.002053791311237293
24,0.36460986587825933
25,0.006457633593985553
26,-0.36480109973339175
27,-1.0
28,-0.35567137169474194
29,0.5567043433335471
30,0.25247648128881667
31,-0.1358222237578428
32,-0.5475841690672183
33,0.025575762058324545
34,0.15220881355485705
35,-0.4179203584080427
36,0.2345845293779934
37,-0.5958377603652641
38,0.40296291696589603
39,0.3774036470377847
40,0.09440563519889997
41,-0.9464969499890591
42,0.019641248177337284
43,-0.8263838898039476
44,0.032436476700531056
45,-0.018022089470577228
46,0
47,0.5956081951523367
48,0.2613073454987426
49,0.7208623859624624
50,-1.0
51,0.4185175354504421
52,0.8834992849850859
53,-0.12641325524501285
54,0.4637887951786582
55,0.1664382683705044
56,0.24225370163648346
57,0.05087233547416377
58,-0.14214487864419015
59,-0.16544632381514507
60,0.9083088662063591
61,-1.0
62,0.19107244921237213
63,-0.8868440532177395
64,0.5285584527449998
65,0.34644254800379776
66,0.8507818420105332
67,0.5030749917528501
68,-0.6093484490074337
69,-0.935527065784978
70,0.13609543315283965
71,-0.8290721288256763
72,0.7596079892367458
73,0.007977744309918645
74,-0.8321453798343142
75,-0.3796858441649492
76,0.09677197757432535
77,-0.05121475197315819
78,-0.09046990064205546
79,-1.0000000000000002
80,0.1593539229280262
81,0.5285584527449999
82,0.4484913063554168
83,-0.0008339483843309072
84,-0.48521545877883554
85,-0.6852078288571399
86,-0.931130212706598
87,0.0907055137400155
88,0.6190622946207247
89,0.7388392761572491
90,-0.17504381309806213
91,-0.7421667909132696
92,0.08198544203868387
93,-0.407539751897682
94,1.0000000000000002
95,0.3984113785729478
96,-0.13213018485427275
97,-0.6067434743298208
98,0.7119926079378337
99,-0.28594311822250473
100,0.12430481683401531
101,0.528558452745
102,0.2973593803184791
103,0.528558452745
104,0.10093121512748246
105,0.09482682574790906
106,-0.18540785919782504
107,0.08782674204393985
108,-0.37416237910713596
109,-0.3987214342478811
110,-1.0
111,0.3273658602677634
112,-0.11391004227529763
113,0.8398202521238874
114,-0.4637608611770717
115,0.5285584527449999
116,-0.18531021475000414
117,-0.41307093811085926
118,-0.24225237305076866
119,0.495565247401663
120,0.40154582856408094
121,-0.19222110995443745
122,0.5100573384918072
123,0.23770150183098823
124,-0.5285584527449999
125,0.5347170592776352
126,-0.7071067811865475
127,0.22862932573923958
128,-0.9999999999999999
129,0.22177684550915194
130,0.528558452745
131,-0.09509662255041451
132,0.38347436269983665
133,-0.3177808567021611
134,0.38155935547268544
135,-0.3328581608418219
136,0.1821587642980273
137,0.632463850594526
138,-0.4164856181151509
139,-0.2625645108742398
140,-0.9999746217047829
141,-0.8492853252890439
142,0.10451364134253013
143,0.3154334488153453
144,0.7199506886503211
145,-0.2209169409030025
146,0.0452601185343011
147,0.15945480547391483
148,0.20216019913435984
149,-0.21657129239308612
150,0.5523655679108183
151,-0.0014181651641392886
152,-0.07202632477333826
153,-1.0
154,-0.32230677231811483
155,0.9506054564909805
156,0.1989033373121847
157,0.27076479980871976
158,0
159,-0.42789358500264646
160,0.0
161,0.08206056934326228
162,-0.09577016100523593
163,-0.011893202532846656
164,-0.22485950669875768
165,-0.5807387330491189
166,-0.1664169126818157
167,0.2933568471874621
168,-0.073808281652538
169,0.29086859189255154
170,0.13834987823762893
171,0.9740080270391963
172,-1.0
173,0.09183562143262443
174,-0.6262710523572079
175,-0.17957464753411534
176,0.49762414799356813
177,-0.09890846022596092
178,0.28616526131040576
179,0.6717169419275506
180,0.8782311751690277
181,0.015028287846322177
182,0.5552069121883139
183,-0.31292081817355394
184,0.36999891711500027
185,1.0
186,0.04011123149537881
187,-0.13184562416581685
188,-0.9315731572652589
189,0.5355371714870607
190,0.4605566824522354
191,-0.47800150632823135
192,0.08167403612100994
193,-0.26530487706311673
194,-0.18528645307457484
195,0.034616134498975215
196,-0.3568082355997332
197,-0.8564947465871896
198,0.17126748657682273
199,0.01041483839742501
200,-0.4711697397588593
201,-0.25776773241583756
202,0.16696626687846813
203,-0.0185321689716918
204,0.28798854027081217
205,-0.7094012017193144
206,-0.8660345273257399
207,0.4625660066950199
208,0.09957965774199162
209,1.0
210,0
211,-0.7893522173763263
212,0.0723365814191871
213,0.4797222987014299
214,-0.5444454860104128
215,-0.4498914419390041
216,0.11167562234953207
217,-0.6920180860676376
218,0
219,0.45085007439836067
220,0.3262114400719371
221,1.0
222,-0.6752354309544415
223,0.672877340014741
224,-0.08427086009460752
225,-0.11417408757529796
226,-0.9999999999999998
227,0.0713741040441816
228,0.528558452745
229,0.4688318549402407
230,0.1769909423396864
231,-0.37524835300683435
232,-0.13515436546227835
233,0.43441113179025453
234,1.0
235,-0.10847670917760889
236,-0.2926077867715519
237,0.2861682123440279
238,0.03313725386457035
239,-0.05409484592005049
240,-0.015103141269423288
241,0.3952466187976714
242,-0.31055820252843847
243,-0.1573118517191422
244,-0.21855831308718604
245,0.4013474294688037
246,0.41368674235008807
247,-0.18072860287799966
248,0.7386237475180042
249,-0.15243778023377294
250,-0.24253562503633297
251,0.44883825050365045
252,-0.5285584527449999
253,-0.6008410847297152
254,1.0
255,-0.17489557177033985
256,1.0
257,0.677514611976948
258,0.3465053733768449
259,0.2999491107144082
260,-0.16546146003082024
261,-0.13691082865827453
262,-0.6342404425410354
